ITEMID,DESCRIPTION,COMMODITYCODE,COST ,COSTUM
R5461,Natural Mango Type Flavor 717-005A,Flavor,37.48,kg
R5462,Theacrine (as TeaCrine ),Nutrition,246,kg
R5463,Natural and Artificial Pink Supernova Candy Flavor 82035185,Flavor,45.52,kg
R5464,Natural and Artificial Sour Strawberry Candy Type Flavor 10LS808475,Flavor,14.62,kg
R5465,"Thyme Leaf Extract, 10:1 (Customer Specified)",BotExtract,33,kg
R5467,Vitamin B12 (as Methylcobalamin) (Customer Specified),Vitamin,10000,kg
R5468,Silver Sparkle J-1003,Color,143.75,kg
R5473,Ascorbyl Palmitate (Customer Specified),Excipient,32,kg
R5474,"Riboflavin 5-Phosphate Sodium, Riboflavin 67.5%",Vitamin,163,kg
R5478,"Rhodiola Rosea Extract (RRE03S60) 3% Rosavins, 1% Salidroside (Customer Exclusive)",BotExtract,239,kg
R5479,Natural Bitter Blocker Flavor #3209167941.00 (Customer Specified),Flavor,80.75,kg
R5480,Natural Lemon Flavor #3251054001.00 (Customer Specified),Flavor,36.22,kg
R5481,Ginger Root Extract 5% Gingerols (Customer Specified),Botanical,40.5,kg
R5482,Turkey Rhubarb Root Powder,Botanical,15.5,kg
R5484,Pygeum Extract (Pygeum Africanum) (Bark) Standardized to 25% Phytosterols,BotExtract,126.5,kg
R5485,Richberry 4000,BotExtract,65.95,kg
R5488,Beef Prostate Substance Powder,Animal,65.89,kg
R5493,OPADRY  II Complete Film Coating System 47U110044 Green (Customer Specified),Coating,59.95,kg
R5496,Natural Tropical Fruit Flavor 3405A PDR,Flavor,39.02,kg
R5508,Rhubarb Root Powder (Customer Specified),Botanical,10.5,kg
R5513,Pyridoxal-5-Phosphate (NLT 63.8% Vitamin B6) (Customer Specified),Vitamin,165,kg
R5517,Astaxanthin Powder (Customer Exclusive),Nutrition,228,kg
R5518,Fortigel  B Hydrolyzed Collagen Powder (Customer Exclusive),Protein,21.75,kg
R5519,Natural Receptorblock Flavor 3251410281.00 (Customer Exclusive),Flavor,28.33,kg
R5520,Natural Mango Flavor 3251410181.00 (Customer Exclusive),Flavor,51.4,kg
R5521,Natural Fruit Orange Citrus Flavor 3251410111.00 (Customer Exclusive),Flavor,36,kg
R5522,Tart Cherry Fruit Powder N1283 (Customer Exclusive),Botanical,54.81,kg
R5523,Levagan+ Palmitic Acid Mono Ethanolamide CWD 90 (Customer Specified),Fat/Facid,290,kg
R5525,ActiGin  (Panax Notoginseng and Rosa Roxburghii) (Customer Specified),BotExtract,530,kg
R5526,"S7  (Green Coffee Bean Extract, Green Tea Extract, Turmeric Extract, Tart Cherry, Blueberry, Broccoli, Kale) N1284 (Customer Specified)",Botanical,450.83,kg
R5528,VitaVeggie  Anti-Oxidant Blend N361 (Customer Exclusive),BotExtract,116.8,kg
R5529,VitaBerry  Hi ORAC Fruit Blend N1023 (Customer Exclusive),BotExtract,168,kg
R5533,Natural and Artificial Blue Hurricane Flavor #47012184,Flavor,47.29,kg
R5534,Natural and Artificial Watermelon Flavor 929.083,Flavor,61.58,kg
R5535,Natural and Artificial Sour Candy Flavor,Flavor,17.924,kg
R5536,Natural and Artificial Watermelon Flavor 517880,Flavor,36.376,kg
R5537,Mango RapiDry  Powder N1041 (Customer Exclusive),Botanical,25.3,kg
R5538,Green Tea Caffeine 99% (Customer Specified),BotExtract,74.95,kg
R5539,Natural and Artificial Blue Hurricane Flavor #024031SU,Flavor,20.54,kg
R554,Eleutherococcus Root Extract .8%,BotExtract,20.5,kg
R5542,Luo Han Guo (Monk Fruit Extract) (Customer Specified),BotExtract,280,kg
R5547,Treha Trehalose (Customer Specified),Excipient,5.3,kg
R5549,Glycerophosphocholine (Customer Specified),Fat/Facid,408,kg
R555,Eleuthero Root Powder,Botanical,17.5,kg
R5555,Engevita Vege Regime Flakes (Customer Specified),Nutrition,7.5,kg
R5556,Spray Dried Honey Powder IP (Customer Specified),Excipient,5.25,kg
R5558,Picrorhiza Kurroa Extract (Root) 4:1,BotExtract,32,kg
R5559,Chanca Pierda (Phyllantus sp.) Aerial Parts (whole herb),Botanical,29.35,kg
R5560,Dandelion Extract (20% Taraxsterols) (Customer Specified),BotExtract,21,kg
R5561,Milk Thistle Extract 80% (Customer Specified),BotExtract,95,kg
R5562,Stevia (Rebaudioside A 99%) (Customer Specified),Botanical,63,kg
R5563,Turmeric Rhizome Extract Granules (CPE-095D) 95% Curcuminoids (Customer Specified),BotExtract,120,kg
R5564,"Nu-BIND Agave Fiber, Rice Hulls, Guar Gum, Gum Arabic, Agave Syrup",Excipient,84.9,kg
R5565,"Nu-MAG Rice Extract Blend (rice extract, rice hulls, gum arabic, sunflower oil) - Non-Dietary",Excipient,44.6,kg
R5566,Natural Cotton Candy Flavor 452920,Flavor,40.653,kg
R5567,Natural Cotton Candy Flavor VV24,Flavor,38.47,kg
R5568,Natural and Artificial Cotton Candy Flavor 208064SU,Flavor,33.07,kg
R5570,Palatinose  PST (Isomaltulose),Excipient,6.39,kg
R5572,Methylliberine 40% (as Dynamine ),AminoAcid,305,kg
R5573,Stevia Leaf Extract,BotExtract,109,kg
R5575,Magnesium Sulfate (Epsom Salt) - FOR COSMETIC USE (Customer Specified),Mineral,1.68,kg
R5576,Maple-Brown Sugar Flavor Type Natural MET0014092 (Customer Specified),Flavor,36.8,kg
R5577,Natural Vanilla Flavor WONF MET0010262 (Customer Specified),Flavor,61.7,kg
R5578,"Hydra4G  (Ca 2%, Mg 4%, Na 6%, K 8%)",Mineral,57,kg
R5579,"Natural Cream Type Flavor 3251414721.00 (Customer Specified) (Plexus, Micro Required)",Flavor,17.76,kg
R5580,"Natural Tropical Peach Type Flavor 3251414751.00 (Customer Specified) (Plexus, Micro Required)",Flavor,50.12,kg
R5581,"Natural Masking Flavor with Receptorblock 3226344971.00 (Customer Specified) (Plexus, Micro Required)",Flavor,23.61,kg
R5582,CherryPURE  Montmorency Tart Cherry Powder,Botanical,85,kg
R5583,Psyllium Husk 95% (Customer Specified),Fiber,8.82,kg
R5584,Bifidobacterium Bifidum/Bifidobacterium Lactis Bb-02 450B,Probiotic,1112,kg
R5585,Bifidobacterium infantis Bi-26  50B,Probiotic,624,kg
R5586,20-Strain Probiotic Blend 100B CFU/g,Probiotic,345,kg
R5587,Natural Anise Flavor (HY68),Flavor,49.493,kg
R5588,TendoAxion (formerly TendoActive),Nutrition,186,kg
R5589,Magnesium Carbonate,Mineral,8,kg
R559,Slippery Elm Bark Powder,Botanical,71.72,kg
R5591,Natural and Artificial Vanilla Flavor #15949,Flavor,21.72,kg
R5593,Real Salt  Powdered Sea Salt by Redmond,Mineral,3.238,kg
R5594,Nutrafinish  Yellow coating (168U120000) w/o Titanium Dioxide,Color,69.31,kg
R5595,"EXBERRY  Shade ""Spicy Yellow"" Powder 26000002",Color,55.79,kg
R5597,Natural Strawberry Lemonade Flavor ZE27969,Flavor,67.15,kg
R5598,Natural Pineapple Coconut Flavor ZE44904,Flavor,59.79,kg
R5599,"elevATP N960 (Ancient Peat, Apple Extract) (Customer Specified)",BotExtract,325,kg
R5603,Natural Masking Type Flavor Powder QR50 (Customer Specified),Flavor,54.01,kg
R5604,Coconut Oil Corn Fiber (Customer Specified),Fat/Facid,11,kg
R5605,Satiereal  Saffron Stigma Extract (Customer Specified),BotExtract,816,kg
R5607,Monk Fruit Extract (Luo Han Guo),BotExtract,515,kg
R5608,Natural Chocolate Flavor 17.1113,Flavor,37.15,kg
R561,Sodium Cu Chlorophylin 75% Chlorophylin,BotExtract,275,kg
R5613,Bacillus Coagulans SNZ 1969 100 Billion CFU/g,Probiotic,540,kg
R5615,Natural Watermelon Flavor CI-WA-22494,Flavor,34.35,kg
R5616,Natural Grape Flavor CI-GR-50014,Flavor,32.47,kg
R5617,Natural Grape Flavor CX26,Flavor,42.44,kg
R5618,US Vitamin Shake Premix WE-30420 ( Customer Exclusive) (FOOD ONLY),Vitamin,47.12,kg
R5619,Natural & Artificial Watermelon Flavor JX89,Flavor,33.07,kg
R5621,Global 8-658 Digestive Enzyme Blend (Customer Exclusive) (FOOD ONLY),Enzyme,72.75,kg
R5622,"EstroG-100  Blend (Angelica gigas root, Cynanchum wilfordii root, Phlomis umbrosa root)(Customer Exclusive)",Botanical,220,kg
R5624,US Mineral Shake Premix (Customer Exclusive) (FOOD ONLY),Mineral,12.3,kg
R5625,Fibersol-2 Resistant Maltodextrin Non-GMO,Fiber,11.29,kg
R5626,Natural Vanilla Flavor #3251413691.00 (Customer Exclusive) (FOOD ONLY),Flavor,22.02,kg
R5628,Xia Powder 435 Chia Powder (Customer Exclusive) (FOOD ONLY),Fiber,6.75,kg
R5629,Calcium L-5-Methyltetrahydrofolate USP (Customer Exclusive) (FOOD ONLY),Vitamin,1400,kg
R563,"Sodium Bicarbonate 27.37% Na, WADA (Customer Specified)",Mineral,1.4,kg
R5630,Natural Raspberry Flavor M283848 (Customer Specified),Flavor,20.78,kg
R5631,Ethyl Vanillin Flavor WJ09  FOOD ONLY (Customer Specified),Flavor,71.429,kg
R5632,Natural Chocolate Flavor WONF MET0009552 (Customer Exclusive),Flavor,34.7,kg
R5633,Natural Creamy Dutch Choc. Flavor WONF 4X #3100102 FOOD ONLY (Customer Exclusive),Flavor,19.02,kg
R5634,Cocoa Powder (Processed With Alkali) St. Moritz 7113 (Customer Exclusive) FOOD ONLY,Botanical,4.3,kg
R5636,Natural Cocoa Powder 147 (10-12% Cocoa) (Customer Specified),Botanical,3.15,kg
R5638,Oxystorm  Red Spinach Extract (Customer Specified),BotExtract,155,kg
R5642,Whey Protein Concentrate Instantized (Customer Specified),Protein,4.85,kg
R5643,L-Methylfolate Calcium (Customer Specified),Vitamin,10600,kg
R5644,Natural Cane Sugar (Customer Specified),Excipient,1.51,kg
R5645,Litesse Non-IP Polydextrose (Customer Specified),Fiber,3.1,kg
R5646,USA/CAN Vitamin Mineral Premix WE-29797 (Customer Specified),Mineral,37.51,kg
R5648,Natural Vanilla Flavor MET0009533 (Customer Specified),Flavor,15.5,kg
R5649,Stevia Leaf Extract Starleaf Reb M (Customer Specified),Botanical,250,kg
R5650,Natural & Artificial Lime Flavor (Customer Specified),Flavor,51.146,kg
R5651,Natural & Artificial Orange Flavor (Blood Type) (Customer Specified),Flavor,32,kg
R5652,Natural & Artificial Lemon Flavor (Customer Specified),Flavor,53.13,kg
R5653,Green Tea Extract (Customer Specified),BotExtract,27,kg
R5654,Tapioca Maltodextrin (Customer Specified),Excipient,3.68,kg
R5656,Agave Powder (Customer Specified),Excipient,4.15,kg
R5657,Allulose (Customer Specified),Excipient,10.95,kg
R5658,Natural Chocolate Flavor (Customer Specified),Flavor,39.99,kg
R5659,"Natural & Artificial Tropical Punch Flavor 3251217061.00  (Customer Specified)  (Plexus, Micro Required)",Flavor,34.2,kg
R5660,"Natural & Artificial Cream Flavor 3251417011.00 (Customer Specified) (Plexus, Micro Required)",Flavor,19.15,kg
R5661,"Natural & Artificial Masking Key with Recptorblok (Customer Specified) (Plexus, Micro Required)",Flavor,27.5,kg
R5662,Vitamin B12 Cyanocobalamin 1% on Mannitol,Vitamin,65,kg
R5663,Ferrous Fumarate Encapsulated 19.7%,Mineral,12.09,kg
R5664,AlphaXanthin Organic Astaxanthin 5%,BotExtract,330,kg
R5665,Nu-MAG Organic Rice Extract Blend (Customer Specified),Excipient,62.45,kg
R5666,"L-5-Methyltetrahydrofolate, Calcium (70%)",Vitamin,2200,kg
R5667,Natural Creamy Vanilla Flavor #3251253471.00 (Customer Exclusive),Flavor,10.7,kg
R5668,Natural and Artificial Watermelon Flavor MTP00352 (Customer Exclusive),Flavor,37.6,kg
R5669,Natural and Artificial Raspberry Flavor MET0015865 (Customer Exclusive),Flavor,21.6,kg
R5670,Natural and Artificial Lemon Flavor QG33 (Customer Exclusive),Flavor,45.723,kg
R5671,Natural and Artificial Raspberry Flavor 79116194 (Customer Exclusive),Flavor,41.116,kg
R5675,Natural Masking Flavor 58054195 (Customer Specified),Flavor,45.966,kg
R5676,Natural Starfruit Flavor MTP00595 (Customer Specified),Flavor,38.3,kg
R5677,Natural Guava Flavor MTP00216 (Customer Specified),Flavor,40.8,kg
R5678,Chondroitin Sulfate Sodium (vegan) (Customer Speciified),Nutrition,220,kg
R5679,Butterbuds High Concentrate Natural Butter Flavor #38163 (Customer Specified),Flavor,9.98,kg
R5680,Vitamin and Mineral Premix W/out Iron (90590 A) ID#43311 (Customer Specified) - FOOD ONLY,Food,75.65,kg
R5682,Natural Blueberry Flavor #19008 (Customer Specified),Flavor,41.667,kg
R5684,Natural Vanilla Flavor #19499 (Customer Specified),Flavor,48.5,kg
R5685,Natural Chocolate Flavor WONF #739001 (Customer Exclusive),Flavor,19.31,kg
R5686,"Proprietary Blend Cocoa, Acai, and Blueberry Powders (Customer Exclusive)",Botanical,21,kg
R5687,Caralluma Fimbriata Extract 20:1,BotExtract,41,kg
R5688,"PreforPro  Concentrate (LH01-Myoviridae, LL5-Siphoviridae, T4D-Myoviridae, LL12-Myoviridae) (Customer Specified)",Nutrition,4000,kg
R5689,Soluble Cocoa Fiber  CAC0045 - Reference EA148245 (Customer Exclusive),Botanical,21.57,kg
R569,Sorbitol FCC Granular - Kosher,Excipient,5.9,kg
R5691,Organic Neurofactor (TM) Coffee Extract (Customer Exclusive),BotExtract,350,kg
R5692,Natural Pink Lemonade Flavor 10MS817213,Flavor,67.72,kg
R5693,Organic Ginkgo Biloba Extract (leaf) (standardized to 25% flavone glycosides) (Customer Exclusive),BotExtract,168,kg
R5696,Natural Chocolate Fudge Flavor 826.2720U (Customer Specified),Flavor,103.29,kg
R5697,Natural Vanilla Flavor ZE14355 (Customer Specified),Flavor,56.98,Kg
R5698,Natural Vanilla Flavor 926.2214U WONF (Customer Specified),Flavor,51.61,kg
R5699,Natural Vanilla Flavor 926.2982U (Customer Specified),Flavor,49.89,kg
R5700,Organic Mouthfeel Modifier Flavor 936.4671U (Customer Specified),Flavor,57.43,kg
R5701,Natural Masking Flavor ZE14356 (Customer Specified),Flavor,54.62,kg
R5702,Cocoa Butter Buds 38303 (Customer Specified),Fat/Facid,15.697,kg
R5703,Cream Plus Vanilla Flavor (Customer Specified),Flavor,14.37,kg
R5704,Organic Sacha Inchi Protein Powder (Customer Specified),Protein,24.2,kg
R5705,BevOat Milled Oat Flour Powder,Protein,2.976,kg
R5706,QuinoaTrim  Quinoa Powder (Customer Specified),Fiber,13.79,kg
R5707,FiberSMART Soluble Tapioca Fiber Powder (Customer Specified),Fiber,5.99,kg
R5708,"Organic Nu-BIND (Organic Guar Gum, Organic Gum Arabic, Organic Agave Fiber, Organic Rice Hulls, Organic Agave Syrup) (Customer Specified)",Excipient,127.34,kg
R5710,"Exberry ""Summer Red"" Powder (Fruit and Vegetable Juice Color) #843310",Color,49.56,kg
R5711,Natural Honeydew Flavor MTP00274 (Customer Specified),Flavor,35.3,kg
R5712,Natural Cucumber Flavor MTP00256 (Customer Specified),Flavor,48.1,kg
R5713,Natural & Artificial Cookies and Cream Flavor F520S026,Flavor,44.51,kg
R5714,"Exberry ""Deep Burgundy"" Powder (Vegetable Juice Color) #18000001",Color,37.12,kg
R5715,StableFizz Coated Sodium and Potassium Bicarbonate,Mineral,17.4,kg
R5716,Marine Collagen (hydrolyzed) (Customer Exclusive) MSC Certified,Protein,30.21,kg
R5718,Comprecel  Microcrystalline Cellulose M112D+,Excipient,6,Kg
R5727,Niacinamide USP Powder,Vitamin,30.9,kg
R5728,Magnesium Hydroxide Granular (Customer Specified),Mineral,4.15,kg
R5729,"Citrus Bioflavonoid Blend 85% (Orange peel, lemon peel,  quince fruit) (Customer Specified)",BotExtract,31,kg
R5730,Whey Protein Concentrate - Instantized with Sunflower Lecithin (Customer Specified),Protein,13.45,kg
R5734,Natural Strawberry Flavor 200-035E,Flavor,41.667,Kg
R5735,Natural Coffee Flavor 300-603A (Customer Specified),Flavor,59.524,kg
R5736,Mucuna Pruriens PE 40% L-Dopa (Customer Specified),BotExtract,75,kg
R5737,Soy-Free GPM Magnesium 5% (Organic) (Customer Exclusive),Mineral,30.07,kg
R5740,Food Grown Vitamin/Mineral Granulation Blend,Vitamin,62.47,Kg
R5741,N&A Mojito Flavor ZE40841 (Customer Specified),Flavor,61.38,kg
R5742,Lactobacillus reuteri (1E1 ) 100B,Probiotic,600,kg
R5743,Trans-Resveratrol P.E NLT98%,BotExtract,236,kg
R5744,Bifidobacterium lactis (B420) 400B,Probiotic,1255,kg
R5745,Palmstar Magnesium Stearate 325,Excipient,11.84,kg
R5746,Bitter Melon Fruit Extract,BotExtract,40,kg
R5747,"AUS - NF-82324, 18 Vitamins/Minerals Blend #78 (Customer Specified)",Botanical,271.16,kg
R5748,Organic Prune Powder Air Dried,Botanical,55,kg
R5749,Organic Rhubarb Root Powder,Botanical,13.67,kg
R5750,"Coconut Oil Powder #26128 with Tapioca Starch, Silicon Dioxide",Fat/Facid,23.589,kg
R5752,Fruit and Vegetable Juice for Color,Color,40.86,kg
R5753,WONF Black Cherry Flavor #MTP00230,Flavor,27.7,kg
R5754,WONF Lime Blossom Type Flavor MTP00107,Flavor,38.9,kg
R5755,Nat Caramel Flavor MET0004128 (Customer Specified) - FOOD ONLY,Flavor,22.6,kg
R5756,Natural Coffee Flavor MET0005238 - FOOD ONLY (Customer Specified),Flavor,42.3,kg
R5757,NAT Favor MASKING #30786 (QN30),Flavor,25.02,kg
R5758,Freeze Dried Banana Fruit Powder #20370979,Botanical,19.11,kg
R5759,Natural Banana Type Flavor CF-3100072,Flavor,49.15,kg
R5760,Natural Banana flavor Pwd SM84 #37358,Flavor,37.148,kg
R5761,"NF-17814, 21 Nutrient Vitamin Mineral Blend #63 From Organic Vegetable - FOOD ONLY",Botanical,319.66,kg
R5763,Natural Cookies and Cream Flavor NV33 (Customer Specified) - FOOD ONLY,Flavor,33.4,kg
R5764,Natural White Chocolate Chip Flavor CF-3100104,Flavor,32.04,kg
R5765,Organic Turkey Tail Mushroom (Trametes Versicolor),Fungi,42,kg
R5766,Natural Grape Flavor WONF A19-002113,Flavor,65.25,kg
R5767,Natural Strawberry Flavor WONF A19-002111,Flavor,63.48,kg
R5768,Natural Green Apple Flavor WONF A19-002112,Flavor,44.25,kg
R5769,Natural Kiwi Flavor WONF A19-002075,Flavor,48.81,kg
R577,St John's Wort Ext 0.3% Hypericum,BotExtract,29.5,kg
R5770,Natural Orange Creamsicle Type Flavor A19-002120,Flavor,64.5,kg
R5771,Natural Black Licorice Type Flavor A19-002117,Flavor,62.39,kg
R5772,Organic Coconut Oil Powder no silicon #3251391271.00,Fat/Facid,22.58,kg
R5773,"WPC, non instantized, (Customer Exclusive)",Protein,15.5,kg
R5775,Exberry Shade Vivid Red 15330022,Color,35.36,kg
R5776,Natural Peppermint Flavor WONF A19-002121,Flavor,68.11,kg
R5777,Supresa Crave Control (Saffron Stigma Extract),BotExtract,797,kg
R5780,Natural Plum Type Flavor A19-002273,Flavor,80.57,kg
R5781,Nat Pumpkin Spice Flavor #82910,Flavor,62.32,kg
R5782,Wolfiporia extensa mycelium,Botanical,33,kg
R5784,Beta Glucan,Nutrition,44,kg
R5786,ORAC Blend #N850.8,Botanical,185,kg
R579,"Stearic Acid-Vegetarian, Id Pre - Kosher",Excipient,5,kg
R5791,EpiCor  Fermented Yeast,Nutrition,162,kg
R5792,Zinc Gluconate USP 14%,Mineral,14.5,kg
R5793,Pumpkin (Cucurbita pepo) Seed Extract and Soy Germ (Glycine max) Extract,BotExtract,185,kg
R5795,Organic A2 Whole Milk Powder FOOD ONLY,Protein,70.833,kg
R5796,Natural Acai Berry Flavor WONF A19-002465,Flavor,58.17,KG
R5797,Natural Elderflower Flavor WONF A19-002466,Flavor,72.27,KG
R5798,CompactCel  F 900.15 LUB,Excipient,22.3,kg
R596,"Trical Phosphate 34% Ca, 17% P",Mineral,4.31,kg
R597,Trypsin 100 USP Units/mg (1:100),Enzyme,75.02,kg
R604,Valerian Root Powder,Botanical,22.5,kg
R607,Vanadyl Sulfate  (19% V) (Customer Specified),Mineral,203.4,kg
R610,Vinpocetene,Botanical,1480,kg
R616,"Vitamin K Phytonadione 1%, WADA (Customer Specified)",Vitamin,56,kg
R617,"Vitamin A Palmitate  500,000 IU/GM",Vitamin,58.39,kg
R618,"Vit B1 (Thiamine Mono) 81% B1, Kosher, Halal, Reg. Form. (Customer Specified)",Vitamin,37,kg
R619,Vit B12 Cyanocobalamin USP 84% (as-is) - Kosher,Vitamin,1750,kg
R621,"Vitamin B6 Powder (Pyridoxine HCl) Kosher, Halal, WADA (Customer Specified)",Vitamin,33.5,kg
R623,Vit E acetat Synthetic 50% 500 IU kosher,Vitamin,21,kg
R625,Vitamin A Acetate 500 M IU/g,Vitamin,113.94,kg
R626,"Vit B12 Cyanocobal 1% Trit on DCP Kosher, Halal, WADA",Vitamin,30,kg
R627,"Vit. B1, Thiamine HCl, 78.67% Thiamine (Customer Specified)",Vitamin,45,kg
R628,"Vitamin B1 HCl 99%, 83% Thiamine- Kosher, WADA",Vitamin,37,kg
R631,Dry Vitamin E 750 IU/g acetate synthetic,Vitamin,75,kg
R635,Organic Wheat Grass Powder - Kosher,Botanical,35,kg
R638,White Willow Bark Powder,Botanical,18.84,kg
R655,Zinc Gluconate USP (12.8% Zn),Mineral,16.8,kg
R656,Zinc Oxide 99.9% (Zinc NLT 80%) - Kosher,Mineral,11.02,kg
R657,Zinc Picolinate NLT 20% Zn,Mineral,25,kg
R660,Ox Bile Powder (Desiccated),Animal,92,kg
R675,L-Pyroglutamic Acid (L-Pidolic Acid),AminoAcid,12.5,kg
R678,TALC MP 60-30,Excipient,8.09,kg
R679,L-Selenomethionine Trit 0.5% - Kosher (Customer Specified),Mineral,60,kg
R683,"Potassium Glycinate, 18% K",Mineral,23.71,kg
R685,"Manganese AAC, NLT 16% Mn - Kosher",Mineral,41.56,kg
R690,"Zinc Sulfate Monohydrate, 32% Zn",Mineral,12.43,kg
R692,Turmeric Root Curcumin  C3,BotExtract,125,kg
R694,L-Methionine Crystalline powder - Kosher,AminoAcid,22,kg
R696,"L-Cysteine Mono-HCL 98.5%, 66.6% Cystein",AminoAcid,18.11,kg
R714,Calcium AAC 13%(Taste Free Material),Mineral,22.16,kg
R715,Magnesium AAC 8% (Taste Free Material),Mineral,25.82,kg
R738,Gymnema Sylvestre 25%,BotExtract,30,kg
R741,"Royal Jelly Extract, 4% 10-HDA",BotExtract,135,kg
R747,L-Lysine HCl Gran NLT 98.1% L-Lysine 79%,AminoAcid,3.5,kg
R750,GELATIN BLOOM 100 (SORBIC ACID FREE,Excipient,8.82,kg
R753,L-Glutamic Acid  HCL 98.5%,AminoAcid,5,kg
