ITEMID,DESCRIPTION,COMMODITYCODE
R4818,Lactobacillus gasseri Lg-36 200B,Probiotic
R4819,Lactobacillus plantarum Lp-115 400B,Probiotic
R4820,Lactobacillus pracasei Lpc-37 400B (Customer Exclusive),Probiotic
R4821,Bifidobacterium Breve Bb-18 300B,Probiotic
R4824,Dandelion Leaf Powder (Customer Specified),Botanical
R4825,"Ferrous Bisglycinate Chelate, 18% Fe - Kosher (Customer Exclusive)",Mineral
R4826,"Capsule, Vegetable, Size 00E, Clear/Clear - Kosher (Customer Exclusive)",Capsule
R4827,Vitamin B12 Methylcobalamin 0.855% DCP- Kosher (Customer Exclusive),Vitamin
R4828,"Lalmin  Vitamin B-Complex (Thiamine, Riboflavin, Niacin, Pyridoxine, Pantothenic acid, Folic acid, Biotin and Cobalamin) from yeast - Kosher (Customer Exclusive)",Vitamin
R4829,Magnesium Stearate - Kosher (Customer Exclusive),Excipient
R4830,Organic Natural Dark Chocolate Flavor,Flavor
R4831,Natural Vanilla Flavor 20054 (Customer Exclusive),Flavor
R4832,Avicel  PH-200 LM Microcrystalline Cellulose,Excipient
R4833,Fructooligosaccharides (Customer Specified),Fiber
R4834,Cinnamon Bark (Customer Specified),Botanical
R4835,Medium Chain Triglycerides (MCT) (Customer Specified),Excipient
R4836,Creatine Monohydrate 99% - 200 Mesh (Customer Exclusive),AminoAcid
R4837,Natural Caramel Flavor - Kosher - Reg Form(Customer Exclusive),Flavor
R4839,Lycopene 10% DC- Vegetarian (Customer Specified),Nutrition
R4840,"Natural Lime Flavor (Customer Specified) - Registered Formula, Kosher, Halal",Flavor
R4841,"Natural Lemon Flavor (Customer Specified) - Registered Formula, Kosher, Halal",Flavor
R4842,"Opadry Clear Coating (hypromellose, glycerin) 06M190000",Coating
R4843,Natural Vanilla Flavor,Flavor
R4844,"Capsule, Vcaps Plus, Size 0, Clear/Clear - Kosher (Customer Exclusive)",Capsule
R4845,Natural Vanilla Creme Flavor,Flavor
R4846,Hydrolyzed Gelatin (Bovine Hide),Animal
R4847,"Chaste Tree (Vitex Agnus-castus) Berry 7-10:1 Extract, 0.6% Aucubin",BotExtract
R4848,"Bai Shao (Paeonia lactiflora) Extract, 50% Paeoniflorin",BotExtract
R4850,Magnesium Glycinate 11% Mg as-is,Mineral
R4851,Licorice Root Extract Powder 4:1,BotExtract
R4852,Flax Seed Extract 20% SDG (secoisolariciresinol diglucoside) Lignans,BotExtract
R4853,Vitamin K2 (menaquinone-7) MenaQ Pure 1% (MCC),Vitamin
R4855,Peptiplus XB Gelatine Hydrolysate (Bovine) (Customer Specified),Protein
R4856,Setria  L-Glutathione Reduced 97.5% - Kosher,AminoAcid
R4858,Kelp Mix (Ascophyllum & Laminaria) FOOD ONLY (Customer Specified),Botanical
R4861,Natural Creamy Vanilla Type Flavor 3251402751.00 (Customer Exclusive),Flavor
R4862,Licorice (Glycyrrhiza spp) Root 10:1 Extract,BotExtract
R4863,Potassium Phosphate Dibasic Anhydrous FCC Powder (Customer Specified),Vitamin
R4864,Vitamin B12 Methylcobalamin,Vitamin
R4865,White Rice Flour Powder - Kosher,Excipient
R4866,Organic Raspberry Powder - Kosher,Botanical
R4867,Freeze Dried Organic Blueberry Powder - Kosher (Customer Specified),Botanical
R4868,Freeze Dried Organic Blackberry Powder - Kosher,Botanical
R4869,Chaste Tree Berry Powder - Kosher,Botanical
R4870,Aloe Vera Leaf Juice Powder 200X - Kosher,BotExtract
R4871,Pumpkin Seed Oil Powder - Kosher,Botanical
R4872,Saw Palmetto Berry Extract - Kosher,BotExtract
R4873,Organic Oregano Leaf Powder - Kosher,Botanical
R4874,Organic Acacia Gum - Kosher,Fiber
R4875,Echinacea Purpurea Root Powder - Kosher,Botanical
R4876,Organic Carnauba Wax - Kosher,Excipient
R4877,Bee Propolis 2X - Kosher,Nutrition
R4878,Echinacea Purpurea 5:1 Extract,BotExtract
R4879,Garlic Bulb Powder (Deodorized),Botanical
R4880,Bioperine  (Black Pepper Extract NLT 95% Piperine) - Kosher,BotExtract
R4881,Organic Ginger Root Powder - Kosher,Botanical
R4882,Turmeric (Curcuma longa) Extract (Curcumin C3 Complex ) - Kosher,BotExtract
R4884,L-Arginine Base 98.5% - Kosher,AminoAcid
R4885,Instant Black Tea CF1HD,Flavor
R4886,Natural Apple Spice Type Flavor 06110155,Flavor
R4887,Natural Chai Tea Type Flavor 86012164,Flavor
R4888,L-Glutamine FCC 98% - Kosher (Customer Specified),AminoAcid
R4889,Xylitol,Excipient
R4890,Whey Protein Isolate Instantized 9010 (Customer Specified),Protein
R4891,Cocoa Powder 10-12% Sienna (processed with alkali) (Customer Specified),Excipient
R4892,Apple Pectin APA186 (Customer Specified),Fiber
R4893,Natural Bitter Blocker #22076 (Customer Specified),Flavor
R4894,Natural Chocolate Flavor WONF #ZE11555 (Customer Specified),Flavor
R4895,Natural Cranberry Flavor,Flavor
R4896,Natural Cranberry Apple Spice Flavor,Flavor
R4897,Lactobacillus rhamnosus 100B CFU/g (Customer Specified),Probiotic
R4898,Lactobacillus Salivarius 50 Billion CFU/g (Customer Specified),Probiotic
R4899,Instant Micellar Casein (Customer Specified),Protein
R4900,Natural Chai Flavor,Flavor
R4901,Natural Orange Cream Flavor,Flavor
R4902,Natural Orange Flavor,Flavor
R4903,Natural Cake Batter Flavor,Flavor
R4904,N&A Birthday Cake Flavor,Flavor
R4905,N&A Cake Batter Flavor,Flavor
R4906,N&A Birthday Cake Flavor,Flavor
R4907,Natural Orange Cream Flavor,Flavor
R4908,Flavorettes Birthday Cake Blend Sprinkles,Flavor
R4909,Natural Black Tea Flavor,Flavor
R4910,Dandelion Leaf Powdered Extract 4:1 FOOD ONLY (Customer Specified),BotExtract
R4911,Natural Watermelon Flavor (Customer Specified),Flavor
R4912,N&A Dragonfruit Flavor (Customer Specified),Flavor
R4913,N&A Yumberry Flavor (Customer Specified),Flavor
R4914,N&A Graham Cracker Flavor,Flavor
R4915,Natural Banana Flavor,Flavor
R4916,Natural Sweet Cream Flavor,Flavor
R4917,Natural Strawberry Cream Type Flavor #3100048 (Customer Exclusive),Flavor
R4918,Natural Creamy Dutch Chocolate Flavor #3100083 - Halal - FOOD ONLY (Customer Exclusive),Flavor
R4919,Natural Berry Type Flavor #3100034 - Halal - FOOD ONLY (Customer Exclusive),Flavor
R4920,Natural Fruit Type Flavor #3100045 (Customer Exclusive),Flavor
R4921,Natural Yumberry Flavor (Customer Specified),Flavor
R4922,N&A Cowberry Flavor (Customer Specified),Flavor
R4923,Natural Goji Flavor (Customer Specified),Flavor
R4924,N&A Pear Flavor (Customer Specified),Flavor
R4925,Natural Kiwi Flavor (Customer Specified),Flavor
R4926,Vegotein P80 Pea Protein 80% Protein (Customer Exclusive),Protein
R4927,Whey Protein Concentrate WPC 80%  FOOD ONLY (sunflower lecithin) (Customer Exclusive),Protein
R4929,Novatol  Non-GMO 350 SD Vitamin E 350 IU/g (Customer Specified),Vitamin
R4930,Phytase (from Aspergillus niger) 120 FTU/g,Enzyme
R4931,Maitake (Grifola frondosa) Mushroom Mycelium biomass (Customer Exclusive),Fungi
R4932,Reishi Mushroom Powder (Ganoderma lucidum) (Customer Exclusive),Fungi
R4933,Poria Cocos (Wolfporia extensa) Mycelium (Customer Exclusive),Botanical
R4934,Dried Yeast (Saccharomyces cerevisiae) Beta Glucan (Customer Exclusive),Botanical
R4935,Natural Dragon Fruit Flavor (Customer Specified),Flavor
R4936,Natural Triple Berry Flavor #3251400871.00 (Customer Exclusive),Flavor
R4937,Natural Vanilla Flavor WONF (Customer Specified),Flavor
R4938,Papain 2000 USP units/mg FOOD ONLY (Customer Specified),Enzyme
R4939,Truvia  Stevia Leaf Extract RA95 (Customer Specified),BotExtract
R4940,Bromelain 2400 GDU FOOD ONLY (Customer Specified),Enzyme
R4941,Ferrous Sulfate (Microencapsulated) 18% Fe,Mineral
R4942,SOLUGEL  5000 BD Bovine Collagen Peptides (Customer Specified),Protein
R4943,Natural Chocolate Flavor WONF MET0004552 (Customer Specified),Flavor
R4944,Organic Stevia Reb A 99% (Customer Specified),BotExtract
R4946,Natural Chocolate Flavor WONF 17.885OC (Customer Specified),Flavor
R4947,Natural Masking Agent # 29.450 (Customer Specified),Flavor
R4948,Fulvic Trace  Mineral Powder (Customer Specified),Mineral
R4949,Whey Protein Concentrate (WPC 80) with Sunflower Lecithin FOOD ONLY (Customer Specified),Protein
R495,"Potassium Chloride, 52% K, 48% Cl Kosher",Mineral
R4950,Natural Vitamin E 400 IU Licap,Softgel
R4951,Whey Protein Concentrate 74.8% with Sunflower Lecithin (Customer Specified),Protein
R4952,Oat Seed PE 10:1 (Customer Specified),BotExtract
R4953,Natural Creamy French Vanilla Flavor (Customer Exclusive),Food
R4954,Cocoa Powder 10-12% AMBER (10-12% NE),BotExtract
R4955,Magnesium (Bis)Glycinate 12% Mg (Customer Specified),Mineral
R4956,Cocoa,BotExtract
R4957,Natural French Vanilla Flavor,Flavor
R4958,CA Omega Blend Licap (Customer Exclusive),Softgel
R4959,Insta*Potato  Maltodextrin - Low Water Activity (Customer Specified),Excipient
R4960,Bacopa Extract 50% Bacosides (Customer Exclusive),BotExtract
R4961,Olive Leaf P.E. 20% Oleuropein (Customer Specified),BotExtract
R4965,"Oat Straw Extract 10:1 Extract (Customer Exclusive), WADA",BotExtract
R4966,Potassium Malate (K 36%) Customer Specified,Mineral
R4967,Whey Protein Concentrate Instant 80% Avonlac 282 SFL (Customer Exclusive),Protein
R4968,Sunflower Oil Powder non-GMO - Kosher,Excipient
R4969,CaroCare  Natural Beta Carotene 20% (Customer Specified),Vitamin
R4971,Organic Flavor Chocolate Nat WONF 1808B(O) PDR (Customer Specified),Flavor
R4972,Organic Flavor Chocolate Nat WONF 1810B(O) PDR (Customer Specified),Flavor
R4973,Niacin USP Granular NLT 98% as-is,Vitamin
R4976,"Capsule, Gelatin, Size 00, Swedish Orange Opaque/Swedish Orange Opaque - Customer Exclusive",Capsule
R4977,Natural Vanilla Flavor ZE17034 (Customer Exclusive),Flavor
R4978,Instant Whey Protein Concentrate 80% Marron 322 (Customer Specified) - FOOD ONLY,Protein
R4979,"KSM-66  Ashwagandha Root Extract  (Customer Exclusive), WADA",BotExtract
R498,Pregnenolone 98%,Hormone
R4980,Boswellia Serrata Extract (65% boswellic acids) Granulation,BotExtract
R5002,Natural Strawberry Flavor WONF BI95,Flavor
R5003,Natural Kiwi Strawberry Flavor WONF 538208 TP0554 (Customer Specified),Flavor
R5004,Streptococcus Thermophilus St-21 400B,Probiotic
R5005,Lactococcus Lactis Ll-23 300B,Probiotic
R5006,Splenda   Sucralose - Micronized,Excipient
R5007,"Peach Fruit Powder, FOOD ONLY (Customer Exclusive)",BotExtract
R5008,"Sunflower Oil (KerryKreem) 50S NGM, FOOD ONLY (Customer Exclusive)",Fat/Facid
R5009,"Organic Alfalfa Juice Powder, FOOD ONLY (Customer Exclusive)",BotExtract
R5010,Kola (Cola acuminata) Nut Extract 5% Caffeine - Halal (Customer Exclusive),BotExtract
R5011,Black Pepper (Piper nigrum) Extract 95% Piperine - Halal (Customer Exclusive),BotExtract
R5012,Cinnamon Bark PE 4:1 - Halal (Customer Exclusive),BotExtract
R5013,Apple Cider Vinegar Powder - Halal (Customer Exclusive),BotExtract
R5014,Potassium Bicarbonate Granular 38.5% K (Customer Specified),Mineral
R5015,Sodium Bicarbonate USP Grade #1 Powder 27.1% Na (Customer Specified),Mineral
R5016,Californa Poppy (aerial parts) Extract,BotExtract
R5017,Chamomile Petal PE 4:1 Extract,BotExtract
R5018,Hops (strobile) 4:1 Extract,BotExtract
R5019,Valerian Root 4:1 Extract,BotExtract
R5020,Kava Kava Root Extract 30% kavalactones,BotExtract
R5021,Lactobacillus rhamnosus (GG) 350 Billion CFU/g,Probiotic
R5022,Bifidobacterium longum 100 Billion CFU/g  BL-05 (Customer Specified),Probiotic
R5023,Bifidobacterium bifidum 100 billion CFU/g Bb-06 (Customer Specified),Probiotic
R5024,Insta Rice Trin (Rice Maltodextrin) Low Water Activity,Excipient
R5025,Natural Lemon Lime WONF Flavor #3251398161.00 (Customer Exclusive),Flavor
R5026,"Sunlec 25 Sunflower Lecithin, FOOD ONLY - Kosher (Customer Exclusive)",Nutrition
R5027,Hawthorne (Crataegus laevigata) Berry 4:1 Extract (Customer Specified),BotExtract
R5028,Natural Maple Type Flavor #54.043GMOF (Customer Specified),Flavor
R5029,Natural Vanilla Type Flavor #93.7123SD (Customer Specified),Flavor
R503,"Psyllium Husk Powder, NLT 95%, Plantago ovata",Fiber
R5030,Lactobacillus acidophilus DDS-1 200 billion CFU/g  (Customer Specified),Probiotic
R5032,"Magnesium Glycinate Glutamine Chelate, 8.5% Magnesium (Customer Specified)",Mineral
R5033,L-Glutamine FCC 98% Kosher (Customer Exclusive),AminoAcid
R5034,"Enzyme Blend 3211TRA2252 (Amylase, Peptizyme SP, Cellulase, Hemicellulase, Protease I, Lipase, Lactase, Peptidase,  Protease II, Invertase, Diastase) (Customer Exclusive)",Enzyme
R5035,Molasses (Customer Specified),BotExtract
R5036,Natural Israeli Orange Flavor WONF FAPY047 (Customer Exclusive),Flavor
R5037,Natural Resolver Sweet Type Flavor FAPY048 (Customer Exclusive),Flavor
R5038,Natural Stevia Reb A 80 - FAPY049 (Customer Exclusive),Excipient
R5039,Paprika Powder Color FAMC152 (Customer Exclusive),Color
R5040,Natural Mixed Berry Flavor WONF FAPY050 (Customer Exclusive),Flavor
R5041,Purple Grape Mega Powder Color FAMY772 (Customer Exclusive),Color
R5042,Dimagnesium Malate #04051 19% Mg (Customer Exclusive),Mineral
R5043,Malic Acid Fine Granular (Customer Specified),Excipient
R5044,Inositol Niacinate (Hexanicotinate) 77% Nicotinic Acid (Customer Specified),Vitamin
R5045,Taurine 98% - JP15 (Customer Specified),AminoAcid
R5047,Organic Erythritol (Customer Specified),Excipient
R5048,Natural Triple Berry Flavor WONF #FU7147 (Customer Specified),Flavor
R5049,Natural Masking Flavor #FX-1531 (Customer Specified),Flavor
R505,Pumpkin Seed Powder,Botanical
R5050,Natural Magnifique for Stevia (Sweetness Magnifier) 61004292 (Customer Specified),Flavor
R5051,Natural Citrus Flavor Spray Dry (Customer Specified),Flavor
R5052,Natural Lemon Lime Flavor #FX-2356 (Customer Specified),Flavor
R5053,Turmeric Root PE 95% Curcumins Granular,BotExtract
R5054,Turmeric PE 95% Curcuminoids (rhizome),BotExtract
R5054-FL,Turmeric PE 95% Curcuminoids (rhizome),BotExtract
R5055,Organic Lion's Mane,Fungi
R5056,"Kelp (Laminaria japonica) Powder, non-irradiated",Botanical
R5057,Litesse  Ultra  Powder 8104712 (Customer Exclusive),Nutrition
R5059,"Artichoke (Cynara scolymus) Extract, Halal (Customer Exclusive)",BotExtract
R506,"Pygeum Bark Powder, Pygeum africanum",Botanical
R5060,"Peppermint  Leaf Powder, Halal (Customer Exclusive)",Botanical
R5061,"Burdock (Arctium lappa) Root Extract 15:1, Halal (Customer Exclusive)",BotExtract
R5062,"Aloe Vera (Aloe barbadensis) Leaf Powder, Halal (Customer Exclusive)",Botanical
R5063,"Fennel (Foeniculum vulgare) Seed Extract 4:1, Halal (Customer Specified)",Botanical
R5064,BCAA Powder -Instantized 2:1:1 with Sunflower Lecithin,AminoAcid
R5065,Exberry  Shade Cascade Red Powder (Customer Exclusive),Color
R5066,Natural Lime Flavor (Customer Exclusive),Flavor
R5067,Natural Lemon Flavor Powder WONF (Customer Exclusive),Flavor
R5068,Natural Blood Orange Type Flavor WONF (Customer Exclusive),Flavor
R5069,Clean Cream Sunflower (Customer Specified),BotExtract
R507,Pyridoxial-5-Phosphate (Customer Specified),Vitamin
R5071,Turmeric Extract Powder (95% Curcuminoids) (Customer Specified),BotExtract
R5072,Natural Vanilla Flavor (Customer Specified),Flavor
R5073,"Amgran  Calcium Carbonate Granular DC, 35% Ca (Customer Specified)",Mineral
R5074,Eleuthero PE 4:1 (Customer Exclusive),BotExtract
R5075,Ginger Root Extract 4:1 (Zingiber officinale) (Customer Exclusive) - Halal,BotExtract
R5076,Wolfberry (Goji) Extract (Customer Exclusive),BotExtract
R5078,Beet Color Powder (Customer Exclusive),Color
R5079,Natural Raspberry Type Flavor Powder (Customer Exclusive),Flavor
R5080,Enzyme Stevia Leaf Extract 80% (Customer Exclusive),BotExtract
R5081,Natural Dragonfruit Type Flavor Powder (Customer Exclusive),Flavor
R5082,Natural Grape Type Flavor Powder (Customer Exclusive),Flavor
R5083,Natural Huckleberry Type Flavor Powder (Customer Exclusive),Flavor
R5084,Natural Sour Cherry WONF Flavor (Customer Exclusive),Flavor
R5085,"L-Theanine 98%, Kosher",AminoAcid
R5086,"L-Cysteine HCl Monohydrate, 66.6% Cysteine, 86.7% Cysteine HCl (Customer Specified)",AminoAcid
R5087,Polydextrose Powder,Nutrition
R5089,PUREFRUIT  Select Monk Fruit Extract (Customer Specified),BotExtract
R5090,Pumpkin Powder,Botanical
R5091,Lactobacillus rhamnosus (HN001 ) 450B,Probiotic
R5092,Natural Orange Flavor WONF (Blood type) (Customer Exclusive),Flavor
R5093,Marigold Extract,BotExtract
R5094,Natural Full SpectrumTocopherol and Tocotrienol Complex 20%,Vitamin
R5095,Co-Enzyme Q-10 100mg + Black Pepper Extract Softgel,Softgel
R5096,Super Omega Softgel,Softgel
R5097,Dong Quai (Angelica sinensis) Root Extract (Customer Specified),BotExtract
R5098,Natural Triple Berry Flavor (Customer Specified),Flavor
R5099,Red Beet Juice Granule (Customer Specified),BotExtract
R510,"Quercetin 83%(as is) 95%(dried), Kosher",BotExtract
R5100,L-Leucine (Customer Specified),AminoAcid
R5101,l-Glutamine (Customer Specified),AminoAcid
R5102,L-Serine (Customer Specified),AminoAcid
R5103,"Tricalcium Phosphate, Powder - NF Grade, FCC Grade (Customer Specified)",Mineral
R5104,L-Arginine HCL (Customer Specified),AminoAcid
R5105,Xylitol (Xylitab  200 ) Crystalline Grnulate,Excipient
R5106,Perkasil  SM 660 (U) Precipitated Silica (Customer Specified),Excipient
R5107,Riboflavin 95% Granulation w/HPMC (Customer Specified),Vitamin
R5108,Watercress Leaf Powder (Customer Specified),Botanical
R5109,Wild Lettuce Powder (Customer Specified),Botanical
R5110,Kamut Grass Powder (Customer Specified),Botanical
R5111,Raspberry Lemonade Flavor WONF Organic Powder (Customer Specified),Flavor
R5112,Creatine Monohydrate 80 Mesh,AminoAcid
R5113,Rose Hips 4:1 Extract (Rosa Canina) (fruit),BotExtract
R5115,Eyebright Herb Powder (Euphrasia ssp),Botanical
R5116,Super Oxide Dismutase (bovine),Enzyme
R5117,Digestblend VS#2587,Enzyme
R5118,Maltodextrin (Maltrin QD  M580),Excipient
R5119,Tribulus Terrestris Fruit Extract (Std. to 20% Saponins),BotExtract
R5120,UC-ll  Standardized Cartilage (25% Collagen),Protein
R5121,Chasteberry (vitex angus castus L) Extract ( 5% Vitexin),BotExtract
R5122,Acerola Extract 4:1 (Malphighia glabra),BotExtract
R5123,Black Pepper (piper nigrum) 4:1 Extract,BotExtract
R5124,Rose  Hips 4:1 Extract (Rosa Centifolia),BotExtract
R5126,Vitamin D2 (Ergocalciferol) (NLT 850IU/mg),Vitamin
R5127,"Carnauba Wax #1  Powder, NF",Excipient
R5128,"Opadry  II, Yellow (57U92554)",Coating
R5130,Magnesium Gluconate USP Granular code 2567 (Customer Specified),Mineral
R5132,Sterotex NF (Hydrogenated cottonseed oil),Excipient
R5133,Lycopene 5% DC/AF,Nutrition
R5134,Cinnamon Bark Extract 10% Polyphenols (Cinnamomum cassia),BotExtract
R5135,FD&C Red 40 Color Powder,Color
R5136,DriZoom  Natural and Artificial Fruit Punch Type Flavor (Customer Specified),Flavor
R5137,Maltrin  M180 Maltodextrin (Customer Specified),Excipient
R5138,Hesperidin 45% Citrus Bioflavonoid P.E. (Customer Specified),Botanical
R5139,Ziboxan  F80 Xanthan Gum Food Grade,Excipient
R5140,DriZoom  Natural and Artificial Fruit Punch Type Flavor (Customer Specified),Flavor
R5141,"Fonatech  Orange Flavor, NAT WONF (Customer Exclusive)",Flavor
R5142,Magnesium Lysinate Glycinate Chelate #03500 (Customer Specified),Mineral
R5143,Carbowax   Sentry   Polyethylene Glycol 8000 NF,Excipient
R5144,Propionyl L-Carnitine HCl 98%  (Customer Specified),AminoAcid
R5145,Organic Ginger Powder Extract,BotExtract
R5147,Green Coffee Bean Extract 50% Chlorogenic Acids (Customer Specified),BotExtract
R5159,AHCC-Standard-FG (Mycelium) Extract (Customer Specified),Fungi
R5161,"Cordy-Gen   (Bionectria ochroleuca, isolated from cordyceps sinensis) mycelial biomas (Customer Specified)",Fungi
R5163,Digest Extra Blend #2571 (Customer Specified),Enzyme
R5164,Bilberry Extract (Vaccinium Myrtillus) (Fruit)  (Standardized to 36% Anthocyanins)(Customer Specified),BotExtract
R5165,Greenselect   Green Tea Dry Decaffeinated Extract Polyphenols (Customer Specified),BotExtract
R5166,MegaNatural  BP Grape Seed Extract (vitis vinifera) 90% gallic acid equivalents (Customer Specified),BotExtract
R5167,Nutrasol 385 Micellar Casein 79.9% (Food Only) (Customer Specified),Protein
R5168,Butter Buds Dried Cream Extract 38164 (Customer Specified),Flavor
R5169,Natural & Artificial Vanilla Cream Type Flavor ZE06298 (Customer Specified),Flavor
R5170,IdaPro Micellar Casein (Customer Specified),Protein
R5172,Small Chocolate Cookie Crumbs  - (Customer Specified),Flavor
